1990 census,,,,,,,,,,,,,,,,,,,,,,
STATE,COUNTY,StateCounty,HHLDS,GINI,,----------------------INCOME BY QUINTILE LIMIT----------,,, ,COUNTY,,,---------------MEAN INCOME BY QUINTILE----------,,,95%,,,---------------PERCENT SHARE BY QUINTILE----------,,,95%
,,,,,FIRST,SECOND,THIRD,FOURTH,95 %ile,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,SHARE
Mississippi,WARREN,28149,17400,0.459799779,7500,17750,30100,46700,74100,29663,3917,12325,23223,37901,70950,111731,0.02647,0.08309,0.15657,0.25553,0.47834,0.18832
Mississippi,WASHINGTON,28151,22461,0.524326791,5800,12550,23170,38900,71590,26164,2961,8886,17576,30286,71112,133622,0.02275,0.06792,0.13434,0.23148,0.54352,0.25532
Mississippi,WAYNE,28153,6869,0.452180572,6180,12000,20200,32885,54670,21061,3510,9044,16039,25890,50820,80196,0.03362,0.08586,0.15227,0.24579,0.48246,0.19034
Mississippi,WEBSTER,28155,3804,0.449998338,6045,13155,22255,33445,60075,22430,3806,9648,17333,27623,53739,85351,0.03394,0.08603,0.15455,0.24631,0.47917,0.19026
Mississippi,WILKINSON,28157,3305,0.534227631,4655,9180,15435,26000,48700,18943,2381,6717,12101,20516,52998,108211,0.02552,0.07089,0.12772,0.21653,0.55935,0.28552
Mississippi,WINSTON,28159,6984,0.470062645,6565,14000,23135,36000,60000,24332,3656,10081,18332,29344,60246,105349,0.03005,0.08286,0.15068,0.2412,0.49521,0.21649
Mississippi,YALOBUSHA,28161,4662,0.460690931,6180,11800,20405,31000,52600,20699,3080,8650,15817,25522,50424,85253,0.03244,0.08335,0.15241,0.24593,0.48588,0.20537
Mississippi,YAZOO,28163,8727,0.530250324,5000,10375,19000,33000,64040,22408,2688,7587,14190,25537,62041,115408,0.02399,0.06772,0.12665,0.22792,0.55373,0.25751
Missouri,ADAIR,29001,9047,0.482959105,6560,12700,22450,35600,63200,24085,3519,9588,17314,28475,61526,106995,0.02991,0.07956,0.14368,0.23629,0.51055,0.22196
Missouri,ANDREW,29003,5466,0.396384741,10400,20000,30495,43850,66095,29187,5540,15172,25844,36696,62683,92333,0.03806,0.10396,0.17707,0.25143,0.42948,0.15816
Missouri,ATCHISON,29005,2971,0.419980743,9000,16000,23945,35000,62400,24717,5080,12364,19858,29294,56989,95078,0.0422,0.09993,0.1605,0.23677,0.4606,0.19211
Missouri,AUDRAIN,29007,9220,0.418438892,9600,18520,27790,40500,64000,28269,5751,14098,23306,33782,64408,110147,0.04072,0.09974,0.16488,0.23899,0.45566,0.19481
Missouri,BARRY,29009,10869,0.415022835,8775,15500,22820,33300,55820,23683,5140,12157,19115,27692,54312,92325,0.04381,0.10262,0.16136,0.23376,0.45846,0.19483
Missouri,BARTON,29011,4495,0.431784617,8330,16000,24200,36500,63000,25428,4952,12544,20026,30006,59612,105103,0.03897,0.09866,0.15751,0.236,0.46886,0.20666
Missouri,BATES,29013,5926,0.404594967,8290,15275,24865,37240,56500,24087,5082,11727,20048,30460,53121,76292,0.0422,0.09737,0.16646,0.25291,0.44106,0.15836
Missouri,BENTON,29015,5725,0.430153653,7300,13510,20530,32460,56000,21687,4113,10455,16900,26109,50857,80652,0.03934,0.09627,0.15562,0.24043,0.46833,0.18568
Missouri,BOLLINGER,29017,3900,0.433468775,7750,15000,23440,33960,56265,23591,4477,11033,19293,27965,55185,95418,0.03796,0.09354,0.16356,0.23708,0.46785,0.20224
Missouri,BOONE,29019,42089,0.444614381,10275,20000,31860,48600,80000,32705,5516,15213,25621,39198,77976,129848,0.03383,0.09302,0.15666,0.23969,0.4768,0.1985
Missouri,BUCHANAN,29021,32368,0.427783693,9100,18000,28100,42000,67380,28290,5276,13461,23001,34527,65183,106445,0.03737,0.09516,0.1626,0.24408,0.4608,0.18812
Missouri,BUTLER,29023,15229,0.464521757,6655,12730,20910,34000,61010,22662,4061,9587,16423,26536,56703,95529,0.03603,0.08459,0.14491,0.23414,0.50033,0.21073
Missouri,CALDWELL,29025,3203,0.434910818,8250,15000,23600,36600,57000,24425,4631,11330,19313,29415,57439,94358,0.03835,0.09273,0.15807,0.24074,0.47011,0.19307
Missouri,CALLAWAY,29027,11582,0.36917112,12700,22000,31150,45600,70240,30528,7433,17404,26617,37491,63696,89188,0.04873,0.11402,0.17437,0.24561,0.41728,0.14607
Missouri,CAMDEN,29029,11346,0.441053918,10780,18650,27000,41435,73600,29976,6129,14893,22660,33390,72809,134041,0.04105,0.09935,0.15116,0.22274,0.4857,0.22354
Missouri,CAPE GIRARDEAU,29031,23293,0.432654831,9825,19200,30000,44000,71700,30348,5691,14372,24463,36461,70756,119967,0.03756,0.09471,0.1612,0.24027,0.46627,0.19764
Missouri,CARROLL,29033,4281,0.430657729,8700,15185,23490,38000,63000,25106,5180,11697,19456,30010,59188,95082,0.04203,0.09311,0.15486,0.23888,0.47112,0.18921
Missouri,CARTER,29035,2100,0.439933652,6045,11870,19280,28075,53085,19305,3497,8549,15181,23393,45903,70505,0.03711,0.08849,0.15714,0.24213,0.47513,0.18244
Missouri,CASS,29037,22988,0.376124131,15000,25600,36570,50530,79000,35889,8698,20470,31200,43235,75843,119938,0.0485,0.11407,0.17386,0.24093,0.42264,0.16709
Missouri,CEDAR,29039,5008,0.414218222,7490,13550,21285,31670,50795,21135,4298,10426,17110,25752,48091,74805,0.04251,0.09847,0.1616,0.24322,0.4542,0.17663
Missouri,CHARITON,29041,3624,0.429645577,9305,17000,26185,38335,69440,26509,5146,12923,20999,31408,62071,101400,0.03883,0.0975,0.15843,0.23695,0.4683,0.19125
Missouri,CHRISTIAN,29043,11864,0.383681327,11800,21500,30100,42000,68000,29696,6509,16812,25875,35722,63564,99413,0.04422,0.11318,0.1742,0.24048,0.42792,0.16732
Missouri,CLARK,29045,2920,0.407466939,8200,14605,24085,34135,56500,22898,4402,11475,19113,28761,50740,74874,0.03959,0.1001,0.16674,0.25091,0.44266,0.1633
Missouri,CLAY,29047,58998,0.369266546,17480,28830,40000,56000,84965,39720,10511,23041,34260,47124,83666,133505,0.05301,0.116,0.17249,0.23726,0.42124,0.16804
Missouri,CLINTON,29049,6123,0.397544694,11605,20770,31455,46070,72000,30906,6557,15906,26240,38481,67346,101584,0.04309,0.10286,0.16969,0.24885,0.43551,0.16423
Missouri,COLE,29051,23067,0.403221747,14000,24450,36000,51000,78360,36174,8166,19327,30164,42681,80534,141082,0.04517,0.10685,0.16677,0.23597,0.44524,0.195
Missouri,COOPER,29053,5337,0.386780989,10570,18000,28600,40125,64000,26974,6076,14253,22980,33902,57660,83871,0.04545,0.10564,0.17031,0.25126,0.42734,0.1554
Missouri,CRAWFORD,29055,7288,0.423343476,8630,15600,23790,35415,58895,24521,5032,12010,19555,29285,56725,94594,0.04148,0.09791,0.15942,0.23874,0.46245,0.19279
Missouri,DADE,29057,2958,0.438657916,7920,14675,23050,33465,61050,23448,4282,11171,18600,27922,55266,99475,0.03655,0.09528,0.15864,0.23815,0.47137,0.21211
Missouri,DALLAS,29059,4879,0.440974367,7160,13070,20960,33000,55000,21795,4120,9949,16707,26203,51999,85607,0.03789,0.09128,0.15329,0.24042,0.47711,0.19637
Missouri,DAVIESS,29061,3012,0.429445741,7750,15035,22850,34885,54000,23442,4581,11374,18542,27973,54741,92906,0.03957,0.09699,0.15811,0.23854,0.46679,0.19806
Missouri,DE KALB,29063,3037,0.410265591,9000,17120,27000,40065,63155,26390,5406,12673,22289,32711,58870,89643,0.04144,0.096,0.16884,0.24778,0.44594,0.16976
Missouri,DENT,29065,5392,0.4715721,6755,12265,20700,35000,60935,22974,4049,9394,16525,26774,58130,99181,0.03531,0.08177,0.14384,0.23306,0.50601,0.21584
Missouri,DOUGLAS,29067,4620,0.488311986,6300,13000,19965,30700,54630,22747,3783,9758,16162,24730,59303,122902,0.03364,0.08576,0.14205,0.21735,0.5212,0.27004
Missouri,DUNKLIN,29069,13107,0.494023622,5915,11500,19805,32185,58400,22379,3718,8525,15257,25697,58698,108361,0.03331,0.07618,0.13634,0.22963,0.52454,0.24208
Missouri,FRANKLIN,29071,28694,0.373787793,13000,23115,33800,46810,71570,32409,7817,18283,28380,39695,67869,103849,0.0483,0.11282,0.17513,0.24495,0.4188,0.16021
Missouri,GASCONADE,29073,5502,0.400384193,9825,18010,27460,40000,61500,27122,6194,13884,22538,33319,59673,95625,0.04573,0.10238,0.16619,0.24569,0.44002,0.17628
Missouri,GENTRY,29075,2781,0.434956839,8350,13900,22000,32980,53600,23200,4805,11016,17762,27303,55114,96156,0.04259,0.09485,0.15293,0.23509,0.47455,0.20698
Missouri,GREENE,29077,81525,0.443102088,10600,19560,29200,43685,74500,31312,6112,14929,24207,35737,75574,136770,0.03916,0.09534,0.1546,0.22824,0.48266,0.21837
Missouri,GRUNDY,29079,4313,0.453658285,7200,14000,21600,35500,61900,23589,4330,10412,17736,27616,57848,98178,0.03672,0.08828,0.15037,0.23415,0.49048,0.2081
Missouri,HARRISON,29081,3583,0.471615358,7270,13100,21100,32920,53000,23629,4502,10150,17240,26297,59957,119082,0.03865,0.08586,0.14584,0.22245,0.5072,0.25184
Missouri,HENRY,29083,8197,0.424918459,8135,14800,22905,36000,57400,23723,4868,11444,18505,28635,55163,86491,0.04104,0.09648,0.15601,0.24142,0.46506,0.18229
Missouri,HICKORY,29085,3210,0.41042366,7050,13200,19570,27000,48155,19541,4003,10159,16035,23113,44396,69065,0.04123,0.10395,0.16407,0.23649,0.45427,0.17667
Missouri,HOLT,29087,2464,0.420892964,8135,15000,22700,34600,62110,23695,5039,11794,18615,28062,54966,90277,0.04284,0.09951,0.15707,0.23678,0.46379,0.19043
Missouri,HOWARD,29089,3588,0.402527828,8900,17160,25910,39100,59295,25887,5668,12891,21517,32469,56890,85827,0.04379,0.09959,0.16624,0.25085,0.43953,0.16577
Missouri,HOWELL,29091,12436,0.455050298,6600,13000,20865,32000,55000,22037,4007,9689,16636,25835,54018,93207,0.03663,0.0879,0.15094,0.23441,0.49011,0.21142
Missouri,IRON,29093,3978,0.433532226,6700,13200,20765,33570,54000,21558,4016,9755,17187,26306,50526,75481,0.03743,0.09049,0.15942,0.244,0.46866,0.17503
Missouri,JACKSON,29095,252202,0.426088364,11885,22165,33875,50000,80265,34129,6183,16967,27881,41058,78559,130494,0.03627,0.09942,0.16338,0.24059,0.46034,0.19117
Missouri,JASPER,29097,36173,0.426414441,9000,16560,25370,37550,63495,26189,5297,12734,20861,31093,60961,101478,0.04048,0.09725,0.15931,0.23744,0.46553,0.19373
Missouri,JEFFERSON,29099,59137,0.342520091,16000,27565,37355,50115,73000,35222,9204,21851,32446,43394,69215,99023,0.05234,0.12407,0.18422,0.24638,0.39299,0.14056
Missouri,JOHNSON,29101,14510,0.410523955,10415,19000,27700,40310,64750,28315,6014,14725,23119,33653,64062,104786,0.04248,0.10401,0.1633,0.23771,0.4525,0.18504
Missouri,KNOX,29103,1823,0.45196683,6780,13000,20975,31580,55500,21806,3274,9601,17143,25614,53400,90425,0.03568,0.08754,0.15631,0.23355,0.48691,0.20613
Missouri,LACLEDE,29105,10466,0.412120314,8985,16000,23500,34825,58130,24302,5182,12578,19845,28662,55244,92066,0.04265,0.10352,0.16332,0.23588,0.45464,0.18942
Missouri,LAFAYETTE,29107,11878,0.396267403,11500,20300,29290,42360,67900,29582,6742,15888,24638,35459,65182,103973,0.04564,0.10741,0.16657,0.23972,0.44066,0.17573
Missouri,LAWRENCE,29109,11798,0.403255779,8985,16410,24680,36000,56380,24514,5387,12375,20457,29980,54371,84262,0.04411,0.10095,0.16687,0.24455,0.44352,0.17184
Missouri,LEWIS,29111,3759,0.419150796,8000,16230,25000,36550,59710,24632,4673,11826,20518,30278,55867,88082,0.03858,0.09596,0.16649,0.24567,0.4533,0.17867
Missouri,LINCOLN,29113,10287,0.375252508,12100,22400,34000,46000,71455,31262,6974,17164,27948,39234,64989,91647,0.04462,0.10981,0.1788,0.251,0.41577,0.14658
Missouri,LINN,29115,5675,0.417782466,8000,13530,21605,35000,57000,22623,5051,10827,17445,27666,52124,76890,0.04472,0.09571,0.15421,0.24457,0.46078,0.16993
Missouri,LIVINGSTON,29117,5652,0.44975911,8725,17470,26500,40100,63000,28090,5014,12878,21830,32958,67769,122044,0.0357,0.09169,0.15543,0.23466,0.48251,0.21724
Missouri,MC DONALD,29119,6382,0.419960629,7800,14000,21100,32300,54080,21805,4416,10755,17368,26462,50026,79234,0.04114,0.09858,0.1592,0.24255,0.45853,0.18156
Missouri,MACON,29121,6150,0.410872385,8650,15840,24170,37700,59270,24563,5167,12085,19906,30415,55241,81828,0.04235,0.09838,0.16203,0.24758,0.44966,0.16652
Missouri,MADISON,29123,4360,0.416008249,7900,13300,21600,32000,53470,21821,4745,10599,17304,26823,49634,76881,0.04365,0.09713,0.15857,0.2458,0.45484,0.17613
Missouri,MARIES,29125,3045,0.430240132,8000,15000,23135,34720,58430,24240,4727,11929,19033,28916,56596,96778,0.0391,0.09841,0.15702,0.23855,0.46691,0.1996
Missouri,MARION,29127,10686,0.409176973,9315,16930,26150,38115,59080,25699,5405,12723,21362,31619,57387,89914,0.04213,0.09901,0.16624,0.24605,0.44657,0.17492
Missouri,MERCER,29129,1578,0.441453988,7000,12085,20100,33080,58000,21321,3878,9150,16443,26453,50678,73268,0.03684,0.0858,0.15417,0.24803,0.47516,0.17174
Missouri,MILLER,29131,7971,0.429630183,8190,15375,23600,34000,56970,24219,4849,12009,19151,28270,56814,100653,0.04092,0.09908,0.15801,0.23325,0.46875,0.20761
Missouri,MISSISSIPPI,29133,5423,0.492682955,6235,12380,21000,35000,64000,23709,3956,8835,16309,27378,62068,111036,0.03337,0.07453,0.13758,0.23095,0.52358,0.23417
Missouri,MONITEAU,29135,4568,0.399929949,10295,17885,27350,40560,61000,27154,5982,14159,22184,33732,59710,92631,0.04432,0.10426,0.16335,0.24839,0.43968,0.17052
Missouri,MONROE,29137,3407,0.416808609,8505,15800,24650,36000,58740,24713,5047,12249,19876,30241,56153,89939,0.04122,0.09909,0.16079,0.24464,0.45426,0.18189
Missouri,MONTGOMERY,29139,4362,0.408248362,9330,16690,26490,37390,58205,25959,5547,13085,21620,31741,57800,94819,0.04288,0.1008,0.16655,0.24452,0.44526,0.18261
Missouri,MORGAN,29141,6259,0.427008687,8675,15200,23000,35475,59650,24290,4997,11886,19060,28613,56895,93470,0.04127,0.09785,0.15691,0.23556,0.4684,0.19238
Missouri,NEW MADRID,29143,7867,0.471163945,6530,13005,22255,35500,61795,23948,4058,9644,17514,28664,59857,104729,0.03389,0.08054,0.14627,0.23939,0.4999,0.21866
Missouri,NEWTON,29145,16957,0.440281463,9920,18000,26730,40000,64800,28806,5693,14053,22306,32833,69143,127635,0.03977,0.09754,0.15484,0.2279,0.47995,0.22149
Missouri,NODAWAY,29147,7632,0.442556616,7750,15050,25230,37000,63600,25202,4347,11100,20143,30734,59688,96497,0.03508,0.08804,0.15976,0.24375,0.47338,0.19133
Missouri,OREGON,29149,3801,0.465710077,5735,10420,17440,28990,52000,18981,3074,7956,13704,22501,47671,73741,0.03359,0.08373,0.14422,0.2368,0.50167,0.194
Missouri,OSAGE,29151,4287,0.365470375,11080,20230,30510,41500,59705,27797,6362,15644,25102,35756,56120,79512,0.04577,0.11256,0.18061,0.25727,0.40378,0.14302
Missouri,OZARK,29153,3515,0.434060424,7000,13550,20000,29700,59000,20902,3949,9933,16431,24714,49481,80199,0.03885,0.09494,0.15705,0.23622,0.47294,0.19163
Missouri,PEMISCOT,29155,8320,0.47910524,5540,10045,18730,31500,56500,20272,3437,7707,14040,24267,51910,86204,0.03547,0.07591,0.13829,0.23903,0.5113,0.21227
Missouri,PERRY,29157,6108,0.399609736,10405,19745,28720,41190,60400,27965,5766,14649,23878,34409,61122,95941,0.04161,0.10473,0.1707,0.24599,0.43697,0.17147
Missouri,PETTIS,29159,14122,0.417401428,9720,17600,26825,39185,65565,27362,5840,13475,22155,32759,62579,103059,0.04291,0.09848,0.1619,0.2394,0.45732,0.18828
Missouri,PHELPS,29161,13273,0.450565288,8500,15870,26040,40145,71795,27073,4676,12002,20769,32463,65454,105753,0.03454,0.08866,0.15343,0.23982,0.48354,0.19531
Missouri,PIKE,29163,6053,0.412539111,8980,16800,26110,38935,59000,25681,4961,12715,21266,31971,57491,87106,0.03905,0.09898,0.16555,0.24888,0.44754,0.16952
Missouri,PLATTE,29165,22116,0.358599361,19780,32050,44870,61000,95000,43620,11747,26034,38228,52312,89778,137812,0.05397,0.11935,0.17526,0.23982,0.41159,0.15795
Missouri,POLK,29167,8068,0.440342038,7300,14885,22810,34895,59240,23660,4360,10932,18599,28135,56275,94319,0.03716,0.09238,0.15716,0.23775,0.47554,0.19925
Missouri,PULASKI,29169,12604,0.365363014,11160,18415,25515,36200,58085,25260,6469,15041,21654,30182,52956,77435,0.05131,0.11907,0.17143,0.23894,0.41924,0.15326
Missouri,PUTNAM,29171,2179,0.447866881,7100,12340,19545,30900,53825,21022,3949,9696,15677,24768,51022,86983,0.03811,0.09219,0.14906,0.2355,0.48513,0.20676
Missouri,RALLS,29173,3225,0.406486778,10000,18400,27815,40500,68910,27464,5514,14453,22440,33693,61221,96394,0.04129,0.10513,0.16322,0.24507,0.4453,0.17528
Missouri,RANDOLPH,29175,8925,0.411458442,8995,16860,25920,39000,60400,25795,5310,12818,21274,31515,58056,89205,0.04134,0.09937,0.16492,0.24431,0.45006,0.17288
Missouri,RAY,29177,8075,0.375982907,11875,22145,32235,45250,64120,30451,6692,16901,27156,38302,63204,93726,0.04429,0.11097,0.17829,0.25147,0.41497,0.15384
Missouri,REYNOLDS,29179,2574,0.428235167,7500,13855,21555,34500,56320,22268,4626,10389,17286,27070,51970,81505,0.04164,0.0933,0.15524,0.2431,0.46672,0.18299
Missouri,RIPLEY,29181,4799,0.45050344,5400,10995,17205,28460,50185,18601,3343,8068,13887,22380,45329,69893,0.03697,0.08665,0.14915,0.24037,0.48686,0.18767
Missouri,ST CHARLES,29183,74402,0.327954138,21540,34500,46100,61215,89060,43696,12785,28120,40120,53325,84129,120533,0.05856,0.1287,0.18362,0.24406,0.38505,0.13792
Missouri,ST CLAIR,29185,3508,0.42370632,7200,13400,21060,33555,55050,21641,4390,9942,17176,26691,50007,72915,0.04134,0.09181,0.1586,0.24647,0.46177,0.16833
Missouri,STE GENEVIEVE,29186,5736,0.382884395,11580,21250,31800,43000,65000,29921,6612,16574,26580,36645,63194,101869,0.04428,0.11078,0.17765,0.24493,0.42237,0.17022
Missouri,ST FRANCOIS,29187,17615,0.423831463,8940,16155,25165,38725,60155,25993,5369,12551,20689,31253,60101,97404,0.04138,0.09656,0.15918,0.24046,0.46242,0.18736
Missouri,ST LOUIS,29189,380072,0.42105971,18890,31700,45150,65000,112610,48326,10847,25283,38173,54232,113095,207318,0.04492,0.10463,0.15798,0.22443,0.46804,0.21449
Missouri,SALINE,29195,8900,0.424202328,10040,17585,25840,39030,68250,27630,6178,13829,21576,31690,64879,112413,0.04483,0.10009,0.15616,0.22936,0.46957,0.2034
Missouri,SCHUYLER,29197,1730,0.442617158,6995,13105,20750,33000,55000,21959,4048,10124,16932,25757,52934,85810,0.03734,0.09216,0.15414,0.23448,0.48188,0.19529
Missouri,SCOTLAND,29199,1943,0.427029938,7310,12200,20500,32100,53400,20839,4332,9697,16015,25567,48586,73495,0.04217,0.09301,0.1536,0.24522,0.466,0.17623
Missouri,SCOTT,29201,14756,0.440069173,7830,16000,26000,40025,63460,26246,4540,11685,20667,32853,61486,97422,0.03475,0.08903,0.15746,0.25031,0.46845,0.18556
Missouri,SHANNON,29203,2930,0.435344173,6835,12000,18610,30000,54020,20035,4161,9564,14958,23587,47907,77567,0.04182,0.09545,0.14927,0.23538,0.47808,0.19352
Missouri,SHELBY,29205,2792,0.421122262,8135,15000,22720,33975,55235,23301,4790,11537,18461,27910,53804,87030,0.04154,0.09899,0.15839,0.23946,0.46162,0.18667
Missouri,STODDARD,29207,11483,0.463277894,7000,13800,22240,35000,61240,24126,4219,10271,18066,28224,59849,107413,0.03563,0.08509,0.14966,0.23381,0.49581,0.22246
Missouri,STONE,29209,7936,0.431725884,9915,17500,25000,36900,63720,26924,5474,13616,20969,30444,64116,112947,0.04134,0.10107,0.15566,0.22599,0.47594,0.2096
Missouri,SULLIVAN,29211,2626,0.474588782,6830,12545,18720,30200,50285,21662,3963,9494,15674,23758,55422,108442,0.03681,0.08764,0.14468,0.2193,0.51157,0.25024
Missouri,TANEY,29213,10376,0.447214608,9570,16500,24365,36700,68480,27181,5814,13034,20252,29707,67099,125513,0.04282,0.0959,0.14901,0.21857,0.4937,0.23087
Missouri,TEXAS,29215,8438,0.437151027,7235,13000,20365,30500,55000,21580,4361,10048,16711,25180,51602,87123,0.04094,0.09307,0.15479,0.23324,0.47797,0.20175
Missouri,VERNON,29217,7367,0.415858765,8500,15850,23775,35800,60800,24273,4872,12359,19538,29132,55463,85740,0.04044,0.1018,0.16094,0.23996,0.45685,0.17656
Missouri,WARREN,29219,7024,0.375744657,12240,22115,34695,47225,69505,32073,7779,16922,28576,40125,66961,98329,0.04897,0.10547,0.17811,0.25009,0.41736,0.15322
Missouri,WASHINGTON,29221,6999,0.428985017,6850,13335,21040,35000,54000,21791,3985,9867,17156,27816,50130,70889,0.03658,0.09056,0.15746,0.2553,0.4601,0.16266
Missouri,WAYNE,29223,4608,0.497594222,6210,10555,17965,28000,49800,20852,3843,8256,13866,22369,55927,113168,0.03825,0.07907,0.13281,0.21423,0.53564,0.27097
Missouri,WEBSTER,29225,8494,0.405810683,9360,16355,25400,37590,60000,25247,5450,12952,20547,31118,56168,88388,0.04334,0.10259,0.16274,0.24646,0.44487,0.17502
Missouri,WORTH,29227,1055,0.418395555,7520,12000,18800,28470,48595,19198,4182,9539,14860,23049,44361,68554,0.04401,0.09933,0.15474,0.24,0.46192,0.17846
Missouri,WRIGHT,29229,6516,0.420116481,6680,12000,20000,30000,48000,19655,4089,9091,15724,24507,44862,66520,0.04175,0.09249,0.15998,0.24934,0.45644,0.1692
Missouri,ST LOUIS CITY,29510,164404,0.463891246,7200,14855,24225,38845,66000,25605,4027,10770,19293,30825,63110,103966,0.03153,0.08412,0.15069,0.24075,0.49291,0.203
Montana,BEAVERHEAD,30001,3166,0.446031735,8110,16150,25365,39295,65400,26561,4642,12006,20875,31960,63323,107536,0.03521,0.09038,0.15714,0.24059,0.47668,0.20238
Montana,BIG HORN,30003,3395,0.430404199,7175,13715,23200,36600,60000,23357,4326,10418,18560,29331,54149,75909,0.03714,0.0892,0.15891,0.25113,0.46362,0.16248
Montana,BLAINE,30005,2385,0.439974101,7190,14420,22000,34900,58555,23142,3886,10809,18321,27506,55187,89686,0.03576,0.09321,0.15798,0.23718,0.47587,0.19334
Montana,BROADWATER,30007,1309,0.413595118,10050,16270,24620,36495,60200,25750,5389,13691,20513,30272,58884,96956,0.04192,0.10633,0.15932,0.23511,0.45732,0.18825
Montana,CARBON,30009,3309,0.455119637,8545,15000,23810,39900,64000,26197,4988,11735,19116,30635,64510,112315,0.03835,0.08957,0.1459,0.23382,0.49237,0.21431
Montana,CARTER,30011,587,0.550076245,7000,12300,20410,36125,83775,26947,3018,9761,16459,27002,78493,171568,0.02489,0.07226,0.12185,0.1999,0.5811,0.31753
Montana,CASCADE,30013,30206,0.432557869,10800,19445,28050,42000,72285,30243,6060,15138,23669,34785,71565,128405,0.04014,0.1001,0.15651,0.23002,0.47323,0.21227
Montana,CHOUTEAU,30015,2096,0.412303407,11400,18565,27300,41500,76300,28979,6719,15020,22570,33503,67085,108510,0.04674,0.10362,0.1557,0.23113,0.4628,0.18715
